"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Stubbs H.D.; Cannon J.; Knightbridge E.; Durrington C.; Roddis C.; Gin-Sing W.; Massey F.; Knight D.S.; Virsinskaite R.; Lordan J.L.; Sear E.; Apple-Pinguel J.; Morris E.; Johnson M.K.; Wort S.J.","Stubbs, Harrison D. (57414365700); Cannon, John (55857293900); Knightbridge, Emily (57200503844); Durrington, Charlotte (57202982028); Roddis, Chloe (57837209400); Gin-Sing, Wendy (8639840800); Massey, Fiona (58959607800); Knight, Daniel S. (55589453200); Virsinskaite, Ruta (58539561200); Lordan, James L. (6603077452); Sear, Eleanor (57221926326); Apple-Pinguel, Joy (58959585000); Morris, Eleanor (57191996017); Johnson, Martin K. (55723901700); Wort, Stephen J. (57201759490)","57414365700; 55857293900; 57200503844; 57202982028; 57837209400; 8639840800; 58959607800; 55589453200; 58539561200; 6603077452; 57221926326; 58959585000; 57191996017; 55723901700; 57201759490","Sendaway capillary NT-proBNP in pulmonary hypertension","2024","BMJ Open Respiratory Research","11","1","e002124","","","","0","10.1136/bmjresp-2023-002124","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85188873715&doi=10.1136%2fbmjresp-2023-002124&partnerID=40&md5=1403a5f82f8b94213660a8e0965cbc29","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85188873715"
"Virsinskaite R.; Karia N.; Kotecha T.; Schreiber B.E.; Coghlan J.G.; Knight D.S.","Virsinskaite, Ruta (58539561200); Karia, Nina (37122124800); Kotecha, Tushar (38661453500); Schreiber, Benjamin E. (36106322600); Coghlan, J. Gerry (35393553500); Knight, Daniel S. (55589453200)","58539561200; 37122124800; 38661453500; 36106322600; 35393553500; 55589453200","Pulmonary hypertension - the latest updates for physicians","2023","Clinical Medicine, Journal of the Royal College of Physicians of London","23","5","","449","454","5","8","10.7861/clinmed.2023-23.5.Cardio4","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85172825824&doi=10.7861%2fclinmed.2023-23.5.Cardio4&partnerID=40&md5=467a16c65261d857db24b500d24e73d5","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85172825824"
"Patel R.K.; Bandera F.; Venneri L.; Porcari A.; Razvi Y.; Ioannou A.; Chacko L.; Martinez-Naharro A.; Rauf M.U.; Knight D.; Brown J.; Petrie A.; Wechalekar A.; Whelan C.; Lachmann H.; Muthurangu V.; Guazzi M.; Hawkins P.N.; Gillmore J.D.; Fontana M.","Patel, Rishi K. (57210156635); Bandera, Francesco (55325767500); Venneri, Lucia (6506276972); Porcari, Aldostefano (57201271007); Razvi, Yousuf (57219044558); Ioannou, Adam (57188664278); Chacko, Liza (57210256202); Martinez-Naharro, Ana (55343433500); Rauf, Muhammad U. (57985713000); Knight, Daniel (55589453200); Brown, James (57212760167); Petrie, Aviva (35974110300); Wechalekar, Ashutosh (6506002568); Whelan, Carol (36647033100); Lachmann, Helen (7004915734); Muthurangu, Vivek (7801671480); Guazzi, Marco (7102760456); Hawkins, Philip N. (35464959200); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57210156635; 55325767500; 6506276972; 57201271007; 57219044558; 57188664278; 57210256202; 55343433500; 57985713000; 55589453200; 57212760167; 35974110300; 6506002568; 36647033100; 7004915734; 7801671480; 7102760456; 35464959200; 7003539031; 16306839900","Cardiopulmonary Exercise Testing in Evaluating Transthyretin Amyloidosis","2024","JAMA Cardiology","9","4","","367","376","9","8","10.1001/jamacardio.2024.0022","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85187527082&doi=10.1001%2fjamacardio.2024.0022&partnerID=40&md5=1aa10db0fa934bcb1147ab3f8e08f1b9","Article","Final","","Scopus","2-s2.0-85187527082"
"Kowalik G.T.; Knight D.S.; Steeden J.A.; Tann O.; Odille F.; Atkinson D.; Taylor A.; Muthurangu V.","Kowalik, Grzegorz T. (6602362169); Knight, Daniel S. (55589453200); Steeden, Jennifer A. (36605240600); Tann, Oliver (24339325500); Odille, Freddy (24463413800); Atkinson, David (57216116485); Taylor, Andrew (57195810900); Muthurangu, Vivek (7801671480)","6602362169; 55589453200; 36605240600; 24339325500; 24463413800; 57216116485; 57195810900; 7801671480","Assessment of cardiac time intervals using high temporal resolution real-time spiral phase contrast with UNFOLDed-SENSE","2015","Magnetic Resonance in Medicine","73","2","","749","756","7","11","10.1002/mrm.25183","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84921436734&doi=10.1002%2fmrm.25183&partnerID=40&md5=09f24624134448d46301cc3054a5cdea","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84921436734"
"Zaidi A.; Knight D.S.; Augustine D.X.; Harkness A.; Oxborough D.; Pearce K.; Ring L.; Robinson S.; Stout M.; Willis J.; Sharma V.","Zaidi, Abbas (47461776200); Knight, Daniel S. (55589453200); Augustine, Daniel X. (57196650846); Harkness, Allan (53866379300); Oxborough, David (9634154900); Pearce, Keith (35273047000); Ring, Liam (37075788600); Robinson, Shaun (57194873880); Stout, Martin (24482087400); Willis, James (57194873095); Sharma, Vishal (55588044000)","47461776200; 55589453200; 57196650846; 53866379300; 9634154900; 35273047000; 37075788600; 57194873880; 24482087400; 57194873095; 55588044000","Echocardiographic assessment of the right heart in adults: A practical guideline from the British Society of Echocardiography","2020","Echo Research and Practice","7","1","","G19","G41","22","157","10.1530/ERP-19-0051","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85082738709&doi=10.1530%2fERP-19-0051&partnerID=40&md5=238d10622af86b9493133586f9928242","Review","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85082738709"
"Jiang Y.; Yao T.; Paliwal N.; Knight D.; Punjabi K.; Steeden J.; Hughes A.D.; Muthurangu V.; Davies R.","Jiang, Yue (58681466100); Yao, Tina (58161103900); Paliwal, Nikhil (56578312200); Knight, Daniel (55589453200); Punjabi, Karan (57392659400); Steeden, Jennifer (36605240600); Hughes, Alun D. (57207789660); Muthurangu, Vivek (7801671480); Davies, Rhodri (57198821565)","58681466100; 58161103900; 56578312200; 55589453200; 57392659400; 36605240600; 57207789660; 7801671480; 57198821565","Fully automated measurement of aortic pulse wave velocity from routine cardiac MRI studies","2025","Magnetic Resonance Imaging","122","","110442","","","","0","10.1016/j.mri.2025.110442","https://www.scopus.com/inward/record.uri?eid=2-s2.0-105008044484&doi=10.1016%2fj.mri.2025.110442&partnerID=40&md5=f7411a2ec6d3ca825e7bec4cde1b4ce7","Article","Final","","Scopus","2-s2.0-105008044484"
"Schwaiger J.P.; Knight D.S.; Kaier T.; Gallimore A.; Denton C.P.; Schreiber B.E.; Handler C.; Coghlan J.G.","Schwaiger, Johannes P. (14052989000); Knight, Daniel S. (55589453200); Kaier, Thomas (57193415577); Gallimore, Adele (57194494409); Denton, Christopher P. (7006031021); Schreiber, Benjamin E. (36106322600); Handler, Clive (7004222602); Coghlan, John G. (35393553500)","14052989000; 55589453200; 57193415577; 57194494409; 7006031021; 36106322600; 7004222602; 35393553500","Two-dimensional knowledge-based volumetric reconstruction of the right ventricle documents short-term improvement in pulmonary hypertension","2017","Echocardiography","34","6","","817","824","7","1","10.1111/echo.13541","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85020422161&doi=10.1111%2fecho.13541&partnerID=40&md5=c89633b076308fbf5cbfc9daecca4250","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85020422161"
"Kotecha T.; Knight D.S.; Moon J.C.; Cole G.D.; Fontana M.","Kotecha, Tushar (38661453500); Knight, Daniel S (55589453200); Moon, James C (57202314649); Cole, Graham D (36623430500); Fontana, Marianna (16306839900)","38661453500; 55589453200; 57202314649; 36623430500; 16306839900","The evolution of cardiovascular COVID-19 research","2021","European Heart Journal","42","30","","2953","2954","1","2","10.1093/eurheartj/ehab240","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85113721879&doi=10.1093%2feurheartj%2fehab240&partnerID=40&md5=f1712e0c49f09d92a4dbd835e1cc12f0","Note","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85113721879"
"Rosmini S.; Seraphim A.; Knott K.; Brown J.T.; Knight D.S.; Zaman S.; Cole G.; Sado D.; Captur G.; Gomes A.C.; Zemrak F.; Treibel T.A.; Cash L.; Culotta V.; O'mahony C.; Kellman P.; Moon J.C.; Manisty C.","Rosmini, Stefania (35620856500); Seraphim, Andreas (26535098000); Knott, Kristopher (57202865988); Brown, James T. (57212760167); Knight, Daniel S. (55589453200); Zaman, Sameer (55798249000); Cole, Graham (36623430500); Sado, Daniel (57203175810); Captur, Gabriella (6506837383); Gomes, Ana Caterina (57818406800); Zemrak, Filip (53865866400); Treibel, Thomas A. (15754511800); Cash, Lizette (57206245428); Culotta, Veronica (57191619729); O'mahony, Constantinos (26644292900); Kellman, Peter (7004851504); Moon, James C. (57202314649); Manisty, Charlotte (6504025861)","35620856500; 26535098000; 57202865988; 57212760167; 55589453200; 55798249000; 36623430500; 57203175810; 6506837383; 57818406800; 53865866400; 15754511800; 57206245428; 57191619729; 26644292900; 7004851504; 57202314649; 6504025861","Non-invasive characterization of pleural and pericardial effusions using T1 mapping by magnetic resonance imaging","2022","European Heart Journal Cardiovascular Imaging","23","8","","1117","1126","9","16","10.1093/ehjci/jeab128","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85134855267&doi=10.1093%2fehjci%2fjeab128&partnerID=40&md5=385b00107f5277052b116d1dd325077c","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-85134855267"
"Knight D.S.; Steeden J.A.; Moledina S.; Jones A.; Coghlan J.G.; Muthurangu V.","Knight, Daniel S. (55589453200); Steeden, Jennifer A. (36605240600); Moledina, Shahin (23985897400); Jones, Alexander (12795736600); Coghlan, J. Gerry (35393553500); Muthurangu, Vivek (7801671480)","55589453200; 36605240600; 23985897400; 12795736600; 35393553500; 7801671480","Left ventricular diastolic dysfunction in pulmonary hypertension predicts functional capacity and clinical worsening: A tissue phase mapping study","2015","Journal of Cardiovascular Magnetic Resonance","17","1","116","","","","41","10.1186/s12968-015-0220-3","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84952315618&doi=10.1186%2fs12968-015-0220-3&partnerID=40&md5=13d8342adb01979afb054181e65ede7c","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84952315618"
"Baggiano A.; Boldrini M.; Martinez-Naharro A.; Kotecha T.; Petrie A.; Rezk T.; Gritti M.; Quarta C.; Knight D.S.; Wechalekar A.D.; Lachmann H.J.; Perlini S.; Pontone G.; Moon J.C.; Kellman P.; Gillmore J.D.; Hawkins P.N.; Fontana M.","Baggiano, Andrea (57210310775); Boldrini, Michele (55258660000); Martinez-Naharro, Ana (55343433500); Kotecha, Tushar (38661453500); Petrie, Aviva (35974110300); Rezk, Tamer (55985701600); Gritti, Maurizio (57211574081); Quarta, Cristina (56619484400); Knight, Daniel S. (55589453200); Wechalekar, Ashutosh D. (6506002568); Lachmann, Helen J. (7004915734); Perlini, Stefano (57204885077); Pontone, Gianluca (8342393600); Moon, James C. (57202314649); Kellman, Peter (7004851504); Gillmore, Julian D. (7003539031); Hawkins, Philip N. (35464959200); Fontana, Marianna (16306839900)","57210310775; 55258660000; 55343433500; 38661453500; 35974110300; 55985701600; 57211574081; 56619484400; 55589453200; 6506002568; 7004915734; 57204885077; 8342393600; 57202314649; 7004851504; 7003539031; 35464959200; 16306839900","Noncontrast Magnetic Resonance for the Diagnosis of Cardiac Amyloidosis","2020","JACC: Cardiovascular Imaging","13","1","","69","80","11","161","10.1016/j.jcmg.2019.03.026","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85074036593&doi=10.1016%2fj.jcmg.2019.03.026&partnerID=40&md5=b81dbb27910e4ff31ab3a2213025bd94","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-85074036593"
"Shiwani H.; Artico J.; Moon J.C.; Gorecka M.; McCann G.P.; Roditi G.; Morrow A.; Mangion K.; Lukaschuk E.; Shanmuganathan M.; Miller C.A.; Chiribiri A.; Alzahir M.; Ramirez S.; Lin A.; Swoboda P.P.; McDiarmid A.K.; Sykes R.; Singh T.; Bucciarelli-Ducci C.; Dawson D.; Fontana M.; Manisty C.; Treibel T.A.; Levelt E.; Arnold R.; Young R.; McConnachie A.; Neubauer S.; Piechnik S.K.; Davies R.H.; Ferreira V.M.; Dweck M.R.; Berry C.; Greenwood J.P.; Greenwood J.P.; McCann G.P.; Berry C.; Miller C.M.; Prasad S.; Ferreira V.M.; Dawson D.; Kelly B.; Macfarlane P.W.; Goreka M.; Somers K.; Byrom-Goulthorp R.J.; Anderson M.; Britton L.; Richards F.; Jones L.M.; Moss A.; Fisher J.; Wormleighton J.; Parke K.; Wright R.; Yeo J.; Falconer J.; Harries V.; Henderson P.; Newby D.; Popescu I.; Zhang Q.; Raman B.; Channon K.; Krasopoulos C.; Nunes C.; Da Silva Rodrigues L.; Nixon H.; Panopoulou A.; Fletcher A.; Manley P.; Fallon K.; Brown A.; Kelly L.; McGinley C.; Briscoe M.; Woodward R.; Hopkins T.; McLennan E.; Tynan N.; Dymock L.; Swoboda P.; Wright J.; Exley D.; Steeds R.; Hutton K.; MacDonald S.; Shetye A.; Miller C.M.; Orsborne C.; Woodville-Jones W.; Ferguson S.; Bratis K.; Fairbairn T.; Sionas M.; Widdows P.; Chew P.G.; Marsden C.; Collins T.; George L.; Kearney L.; Flett A.; Smith S.; Zhenge A.; Harvey J.; Inacio L.; Hanam-Penfold T.; Gruner L.; Razvi Y.S.K.; Crause J.; Davies N.M.; Brown J.T.; Chaco L.; Patel R.; Kotecha T.; Knight D.S.; Green T.; Ripley D.; Thompson M.; Akerele U.; Cifra E.; Alskaf E.; Crawley R.; Villa A.; Nightingale A.K.; Wright K.; Bonnick E.D.; Hopkins E.; George J.; Joseph L.; Cole G.; Vimalesvaran K.; Ali N.; Carr C.R.; Ross A.A.R.; King C.; Prasad S.; Farzad Z.; Salmi S.A.; Kirby K.; Stevenson H.J.; Matsvimbo P.S.; Joji L.; Fearby M.; Brown B.; Bunce N.; Jennings R.; Sookhoo V.; Joshi S.; Kanagala P.; Fullalove S.; Toohey C.; Fenlon K.; Bellenger N.; He J.; Statton S.; Pamphilon N.; Steele A.; Ball C.; McGahey A.; Balma S.; Wilkes L.; Lewis K.; Walter M.; Ionescu A.; Ninan T.; Richards S.; Williams M.; Alfakih K.; Pilgrim S.; Joy G.; Hussain I.","Shiwani, Hunain (57189469874); Artico, Jessica (57188622189); Moon, James C. (57202314649); Gorecka, Miroslawa (56089941300); McCann, Gerry P. (7005783434); Roditi, Giles (6603546623); Morrow, Andrew (57205415428); Mangion, Kenneth (56422223500); Lukaschuk, Elena (57203083063); Shanmuganathan, Mayooran (57218479125); Miller, Christopher A. (57203424537); Chiribiri, Amedeo (22984044200); Alzahir, Mohammed (59318190100); Ramirez, Sara (57204101199); Lin, Andrew (57207577355); Swoboda, Peter P. (55749660800); McDiarmid, Adam K. (25723504600); Sykes, Robert (57220125189); Singh, Trisha (57215892717); Bucciarelli-Ducci, Chiara (18534251300); Dawson, Dana (7402379761); Fontana, Marianna (16306839900); Manisty, Charlotte (6504025861); Treibel, Thomas A. (15754511800); Levelt, Eylem (24476505200); Arnold, Ranjit (13005507700); Young, Robin (57737166800); McConnachie, Alex (6701526254); Neubauer, Stefan (55794522200); Piechnik, Stefan K. (7004664392); Davies, Rhodri H. (57198821565); Ferreira, Vanessa M. (35224811100); Dweck, Marc R. (12783691400); Berry, Colin (57549730300); Greenwood, John P. (58588572000); Greenwood, J.P. (23008007100); McCann, G.P. (57940557500); Berry, C. (57203056149); Miller, C.M. (58118951000); Prasad, S. (24449809700); Ferreira, V.M. (59328164300); Dawson, D. (59436365400); Kelly, Bernard (57214508860); Macfarlane, Peter W. (56689458300); Goreka, Miroslawa (59328418200); Somers, Kathryn (55932379000); Byrom-Goulthorp, Roo J. (57223087912); Anderson, Michelle (55790712700); Britton, Laura (56556337500); Richards, Fiona (57205531370); Jones, Laura M. (57221924318); Moss, Alastair (55816078400); Fisher, Jude (58175388600); Wormleighton, Joanne (57203396129); Parke, Kelly (57203393932); Wright, Rachel (57220572489); Yeo, Jian (57226655462); Falconer, Judith (57233274900); Harries, Valerie (59327910500); Henderson, Paula (59328294700); Newby, David (57529298000); Popescu, Iulia (57193164872); Zhang, Qiang (57212800084); Raman, Betty (55917047400); Channon, Keith (54790587000); Krasopoulos, Catherine (57221370215); Nunes, Claudia (59327782400); Da Silva Rodrigues, Liliana (59327660400); Nixon, Harriet (59328418300); Panopoulou, Athanasia (58830551800); Fletcher, Alison (57222494426); Manley, Peter (57222491063); Fallon, Kirsty (57739878200); Brown, Ammani (57217759895); Kelly, Laura (57221934052); McGinley, Christopher (57740015700); Briscoe, Michael (57221696916); Woodward, Rosemary (47562031100); Hopkins, Tracey (57218268075); McLennan, Evonne (57212501350); Tynan, Nicola (57739737500); Dymock, Laura (57330930700); Swoboda, Peter (59981668400); Wright, Judith (59126080700); Exley, Donna (57208496452); Steeds, Richard (57189931631); Hutton, Kady (58287273600); MacDonald, Sonia (57212478292); Shetye, Abhishek (57189903814); Miller, Christopher M. (59824299500); Orsborne, Christopher (36841374000); Woodville-Jones, William (59327910600); Ferguson, Susan (57221924892); Bratis, Konstantinos (37116390200); Fairbairn, Timothy (36552188400); Sionas, Michail (59328541900); Widdows, Peris (6507543101); Chew, Pei Gee (57195807590); Marsden, Christian (59328164600); Collins, Tom (59775341800); George, Linsha (57216937399); Kearney, Lisa (7007025475); Flett, Andrew (6701780469); Smith, Simon (59328418400); Zhenge, Alice (59328294800); Harvey, Jake (59328039500); Inacio, Liliana (59327782500); Hanam-Penfold, Tomas (59328164700); Gruner, Lucy (59327782600); Razvi, Yousuf S.K. (57219044558); Crause, Jacolene (57205492718); Davies, Nina M. (59327660500); Brown, James T. (57212760167); Chaco, Liza (59328294900); Patel, Rishi (57210156635); Kotecha, Tushar (38661453500); Knight, Dan S. (55589453200); Green, Thomas (57211345314); Ripley, David (35897083800); Thompson, Maria (58549723000); Akerele, Ugochi (59328542000); Cifra, Elna (57195543154); Alskaf, Ebraham (55735468200); Crawley, Richard (57904837600); Villa, Adriana (56145054900); Nightingale, Angus K. (7004223890); Wright, Kim (57651391800); Bonnick, Esther D. (59327782700); Hopkins, Emma (59435122100); George, Jessy (57203479985); Joseph, Linta (59328418500); Cole, Graham (59788690500); Vimalesvaran, Kavitha (55625550800); Ali, Nadine (57202899702); Carr, Caitlin R. (57222071558); Ross, Alexandra A.R. (57837514400); King, Clara (58066001500); Prasad, Sanjay (7403003613); Farzad, Zohreh (57224318847); Salmi, Sara A. (57224306649); Kirby, Kevin (59328542100); Stevenson, Hannah J. (59573557800); Matsvimbo, Pamela S. (59327783000); Joji, Lency (59328295000); Fearby, Margaret (57454356900); Brown, Benjamin (24821929100); Bunce, Nicholas (56238675300); Jennings, Robert (59328295100); Sookhoo, Vennessa (58017752500); Joshi, Shatabdi (59327783100); Kanagala, Prathap (37026406000); Fullalove, Sandra (59327910800); Toohey, Catherine (57223120623); Fenlon, Kate (57221932865); Bellenger, Nicholas (6701823966); He, Jingzhou (57195807852); Statton, Sarah (57189320742); Pamphilon, Nicola (57211604920); Steele, Anna (59328542200); Ball, Claire (13405451300); McGahey, Ann (56725715800); Balma, Silvia (59327910900); Wilkes, Lynsey (59328418600); Lewis, Katy (58116262500); Walter, Michelle (57208314784); Ionescu, Adrian (16238931900); Ninan, Tishi (57194018433); Richards, Suzanne (7202128734); Williams, Marie (57221927875); Alfakih, Khaled (6603281465); Pilgrim, Samia (57221923884); Joy, George (57221410555); Hussain, Ifza (57223119870)","57189469874; 57188622189; 57202314649; 56089941300; 7005783434; 6603546623; 57205415428; 56422223500; 57203083063; 57218479125; 57203424537; 22984044200; 59318190100; 57204101199; 57207577355; 55749660800; 25723504600; 57220125189; 57215892717; 18534251300; 7402379761; 16306839900; 6504025861; 15754511800; 24476505200; 13005507700; 57737166800; 6701526254; 55794522200; 7004664392; 57198821565; 35224811100; 12783691400; 57549730300; 58588572000; 23008007100; 57940557500; 57203056149; 58118951000; 24449809700; 59328164300; 59436365400; 57214508860; 56689458300; 59328418200; 55932379000; 57223087912; 55790712700; 56556337500; 57205531370; 57221924318; 55816078400; 58175388600; 57203396129; 57203393932; 57220572489; 57226655462; 57233274900; 59327910500; 59328294700; 57529298000; 57193164872; 57212800084; 55917047400; 54790587000; 57221370215; 59327782400; 59327660400; 59328418300; 58830551800; 57222494426; 57222491063; 57739878200; 57217759895; 57221934052; 57740015700; 57221696916; 47562031100; 57218268075; 57212501350; 57739737500; 57330930700; 59981668400; 59126080700; 57208496452; 57189931631; 58287273600; 57212478292; 57189903814; 59824299500; 36841374000; 59327910600; 57221924892; 37116390200; 36552188400; 59328541900; 6507543101; 57195807590; 59328164600; 59775341800; 57216937399; 7007025475; 6701780469; 59328418400; 59328294800; 59328039500; 59327782500; 59328164700; 59327782600; 57219044558; 57205492718; 59327660500; 57212760167; 59328294900; 57210156635; 38661453500; 55589453200; 57211345314; 35897083800; 58549723000; 59328542000; 57195543154; 55735468200; 57904837600; 56145054900; 7004223890; 57651391800; 59327782700; 59435122100; 57203479985; 59328418500; 59788690500; 55625550800; 57202899702; 57222071558; 57837514400; 58066001500; 7403003613; 57224318847; 57224306649; 59328542100; 59573557800; 59327783000; 59328295000; 57454356900; 24821929100; 56238675300; 59328295100; 58017752500; 59327783100; 37026406000; 59327910800; 57223120623; 57221932865; 6701823966; 57195807852; 57189320742; 57211604920; 59328542200; 13405451300; 56725715800; 59327910900; 59328418600; 58116262500; 57208314784; 16238931900; 57194018433; 7202128734; 57221927875; 6603281465; 57221923884; 57221410555; 57223119870","Clinical Significance of Myocardial Injury in Patients Hospitalized for COVID-19: A Prospective, Multicenter, Cohort Study","2024","JACC: Cardiovascular Imaging","17","11","","1320","1331","11","3","10.1016/j.jcmg.2024.06.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85203787148&doi=10.1016%2fj.jcmg.2024.06.008&partnerID=40&md5=22a33834d312dc1d77e2c07154ab8808","Article","Final","","Scopus","2-s2.0-85203787148"
"Ioannou A.; Rauf M.U.; Patel R.K.; Razvi Y.; Porcari A.; Martinez-Naharro A.; Venneri L.; Bandera F.; Virsinskaite R.; Kotecha T.; Knight D.; Petrie A.; Whelan C.; Wechalekar A.; Lachmann H.; Hawkins P.N.; Solomon S.D.; Gillmore J.D.; Fontana M.","Ioannou, Adam (57188664278); Rauf, Muhammad U. (57985713000); Patel, Rishi K. (57210156635); Razvi, Yousuf (57219044558); Porcari, Aldostefano (57201271007); Martinez-Naharro, Ana (55343433500); Venneri, Lucia (6506276972); Bandera, Francesco (55325767500); Virsinskaite, Ruta (58539561200); Kotecha, Tushar (38661453500); Knight, Dan (55589453200); Petrie, Aviva (35974110300); Whelan, Carol (36647033100); Wechalekar, Ashutosh (6506002568); Lachmann, Helen (7004915734); Hawkins, Philip N. (35464959200); Solomon, Scott D. (7401460954); Gillmore, Julian D. (7003539031); Fontana, Marianna (16306839900)","57188664278; 57985713000; 57210156635; 57219044558; 57201271007; 55343433500; 6506276972; 55325767500; 58539561200; 38661453500; 55589453200; 35974110300; 36647033100; 6506002568; 7004915734; 35464959200; 7401460954; 7003539031; 16306839900","Albuminuria in transthyretin cardiac amyloidosis: Prevalence, progression and prognostic importance","2024","European Journal of Heart Failure","26","1","","65","73","8","9","10.1002/ejhf.3094","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85179917296&doi=10.1002%2fejhf.3094&partnerID=40&md5=da04a1d378f2ac5b6bf5f47540a70fe8","Article","Final","All Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-85179917296"
