"Authors","Author full names","Author(s) ID","Title","Year","Source title","Volume","Issue","Art. No.","Page start","Page end","Page count","Cited by","DOI","Link","Document Type","Publication Stage","Open Access","Source","EID"
"Odenwald T.; Quail M.A.; Giardini A.; Khambadkone S.; Hughes M.; Tann O.; Hsia T.-Y.; Muthurangu V.; Taylor A.M.","Odenwald, Tobias (12798341800); Quail, Michael A. (35380885000); Giardini, Alessandro (7006043205); Khambadkone, Sachin (6603345564); Hughes, Marina (7402467863); Tann, Oliver (24339325500); Hsia, Tain-Yen (54883432300); Muthurangu, Vivek (7801671480); Taylor, Andrew M. (57195810900)","12798341800; 35380885000; 7006043205; 6603345564; 7402467863; 24339325500; 54883432300; 7801671480; 57195810900","Systemic to pulmonary collateral blood flow influences early outcomes following the total cavopulmonary connection","2012","Heart","98","12","","934","940","6","58","10.1136/heartjnl-2011-301599","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84861519210&doi=10.1136%2fheartjnl-2011-301599&partnerID=40&md5=4c333c23c4a910d3781d86cf24e9752f","Article","Final","","Scopus","2-s2.0-84861519210"
"Muthurangu V.; Atkinson D.; Sermesant M.; Miquel M.E.; Hegde S.; Johnson R.; Andriantsimiavona R.; Taylor A.M.; Baker E.; Tulloh R.; Hill D.; Razavi R.S.","Muthurangu, Vivek (7801671480); Atkinson, David (57216116485); Sermesant, Maxime (6506746084); Miquel, Marc E. (7006587218); Hegde, Sanjeet (59801342200); Johnson, Robert (57213392629); Andriantsimiavona, Rado (8947115500); Taylor, Andrew M. (57195810900); Baker, Edward (59036961400); Tulloh, Robert (55902305800); Hill, Derek (57216093448); Razavi, Reza S. (59245696800)","7801671480; 57216116485; 6506746084; 7006587218; 59801342200; 57213392629; 8947115500; 57195810900; 59036961400; 55902305800; 57216093448; 59245696800","Measurement of total pulmonary arterial compliance using invasive pressure monitoring and MR flow quantification during MR-guided cardiac catheterization","2005","American Journal of Physiology - Heart and Circulatory Physiology","289","3 58-3","","H1301","H1306","5","71","10.1152/ajpheart.00957.2004","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23944496582&doi=10.1152%2fajpheart.00957.2004&partnerID=40&md5=cf79b04569bb56b788451a48c1c31f9c","Article","Final","","Scopus","2-s2.0-23944496582"
"Biglino G.; Steeden J.A.; Baker C.; Schievano S.; Taylor A.M.; Parker K.H.; Muthurangu V.","Biglino, Giovanni (23099141600); Steeden, Jennifer A. (36605240600); Baker, Catriona (57198875486); Schievano, Silvia (13410386200); Taylor, Andrew M. (57195810900); Parker, Kim H. (7401598095); Muthurangu, Vivek (7801671480)","23099141600; 36605240600; 57198875486; 13410386200; 57195810900; 7401598095; 7801671480","A novel, fast and semi-automatic method to implement wave intensity analysis for magnetic resonance imaging","2012","ASME 2012 Summer Bioengineering Conference, SBC 2012","","","","963","964","1","0","10.1115/SBC2012-80246","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84882667073&doi=10.1115%2fSBC2012-80246&partnerID=40&md5=8de1e8becfbd321486d086aaa2cbd1af","Conference paper","Final","","Scopus","2-s2.0-84882667073"
"O'Meagher S.; Munoz P.A.; Muthurangu V.; Robinson P.J.; Malitz N.; Tanous D.J.; Celermajer D.S.; Puranik R.","O'Meagher, Shamus (56431396400); Munoz, Phillip A. (24577116200); Muthurangu, Vivek (7801671480); Robinson, Peter J. (57198535736); Malitz, Nathan (6504682580); Tanous, David J. (13002697800); Celermajer, David S. (7005533405); Puranik, Rajesh (11139015400)","56431396400; 24577116200; 7801671480; 57198535736; 6504682580; 13002697800; 7005533405; 11139015400","Mechanisms of maintained exercise capacity in adults with repaired tetralogy of Fallot","2014","International Journal of Cardiology","177","1","","178","181","3","18","10.1016/j.ijcard.2014.09.008","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84909946498&doi=10.1016%2fj.ijcard.2014.09.008&partnerID=40&md5=95b6b006b53b311552c01d2b1ab8fc07","Article","Final","","Scopus","2-s2.0-84909946498"
"Muthurangu V.; Razavi R.S.","Muthurangu, V. (7801671480); Razavi, Reza S. (59245696800)","7801671480; 59245696800","The value of magnetic resonance guided cardiac catheterisation","2005","Heart","91","8","","995","996","1","21","10.1136/hrt.2004.055137","https://www.scopus.com/inward/record.uri?eid=2-s2.0-23044463590&doi=10.1136%2fhrt.2004.055137&partnerID=40&md5=8606a5d3fd6345b3a61d81fe814f9e63","Editorial","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-23044463590"
"Hauser J.A.; Muthurangu V.; Taylor A.; Steeden J.A.; Jones A.","Hauser, Jakob A. (37034141400); Muthurangu, Vivek (7801671480); Taylor, Andrew (57195810900); Steeden, Jennifer A. (36605240600); Jones, Alexander (12795736600)","37034141400; 7801671480; 57195810900; 36605240600; 12795736600","Redistribution of organ specific blood flow in response to food ingestion measured by R-R-interval averaged golden-angle spiral phase contrast MRI","2016","Journal of Cardiovascular Magnetic Resonance","18","","O92","1","2","1","0","10.1186/1532-429X-18-S1-O92","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094809352&doi=10.1186%2f1532-429X-18-S1-O92&partnerID=40&md5=58d38ed2dc402d96b9c2c750aeadb2b3","Note","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85094809352"
"Pandya B.; Quail M.A.; Steeden J.A.; McKee A.; Odille F.; Taylor A.M.; Schulze-Neick I.; Derrick G.; Moledina S.; Muthurangu V.","Pandya, Bejal (12545915200); Quail, Michael A. (35380885000); Steeden, Jennifer A. (36605240600); McKee, Andrea (56318478800); Odille, Freddy (24463413800); Taylor, Andrew M. (57195810900); Schulze-Neick, Ingram (55971250300); Derrick, Graham (35511751900); Moledina, Shahin (23985897400); Muthurangu, Vivek (7801671480)","12545915200; 35380885000; 36605240600; 56318478800; 24463413800; 57195810900; 55971250300; 35511751900; 23985897400; 7801671480","Real-time magnetic resonance assessment of septal curvature accurately tracks acute hemodynamic changes in pediatric pulmonary hypertension","2014","Circulation: Cardiovascular Imaging","7","4","","706","713","7","41","10.1161/CIRCIMAGING.113.001156","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84905864706&doi=10.1161%2fCIRCIMAGING.113.001156&partnerID=40&md5=01c687d32ad1593cc462c9137a0ccdf9","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84905864706"
"Razavi R.S.; Hill D.L.G.; Muthurangu V.; Miquel M.E.; Taylor A.M.; Kozerke S.; Baker E.J.","Razavi, Reza S. (59245696800); Hill, Derek L.G. (57216093448); Muthurangu, Vivek (7801671480); Miquel, Marc E. (7006587218); Taylor, Andrew M. (57195810900); Kozerke, Sebastian (6701739608); Baker, Edward J. (59036961400)","59245696800; 57216093448; 7801671480; 7006587218; 57195810900; 6701739608; 59036961400","Three-dimensional magnetic resonance imaging of congenital cardiac anomalies","2003","Cardiology in the Young","13","5","","461","465","4","42","10.1017/S1047951103000957","https://www.scopus.com/inward/record.uri?eid=2-s2.0-2142715861&doi=10.1017%2fS1047951103000957&partnerID=40&md5=c20e2278b73a4eb1bc32aab61d1d2711","Article","Final","","Scopus","2-s2.0-2142715861"
"Hauser J.A.; Muthurangu V.; Steeden J.A.; Taylor A.M.; Jones A.","Hauser, Jakob A. (37034141400); Muthurangu, Vivek (7801671480); Steeden, Jennifer A. (36605240600); Taylor, Andrew M. (57195810900); Jones, Alexander (12795736600)","37034141400; 7801671480; 36605240600; 57195810900; 12795736600","Comprehensive assessment of the global and regional vascular responses to food ingestion in humans using novel rapid MRI","2016","American Journal of Physiology - Regulatory Integrative and Comparative Physiology","310","6","","R541","R545","4","16","10.1152/ajpregu.00454.2015","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84984839778&doi=10.1152%2fajpregu.00454.2015&partnerID=40&md5=f34ce89ed605f6d6e3677b40b9e7b0fa","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84984839778"
"Puranik R.; Tsang V.T.; Broadley A.; Nordmeyer J.; Lurz P.; Muthialu N.; Derrick G.; Walker F.; Cullen S.; De Leval M.; Bonhoeffer P.; Taylor A.M.; Muthurangu V.","Puranik, Rajesh (11139015400); Tsang, Victor T. (56466227600); Broadley, Andrew (6602290563); Nordmeyer, Johannes (56251341200); Lurz, Phillip (35810676500); Muthialu, Nagarajan (15062970000); Derrick, Graham (35511751900); Walker, Fiona (13906244100); Cullen, Seamus (7102265239); De Leval, Marc (7101959705); Bonhoeffer, Phillip (7007022476); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","11139015400; 56466227600; 6602290563; 56251341200; 35810676500; 15062970000; 35511751900; 13906244100; 7102265239; 7101959705; 7007022476; 57195810900; 7801671480","Functional outcomes after the Ross (pulmonary autograft) procedure assessed with magnetic resonance imaging and cardiopulmonary exercise testing","2010","Heart","96","4","","304","308","4","37","10.1136/hrt.2009.172965","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77649131501&doi=10.1136%2fhrt.2009.172965&partnerID=40&md5=c8d0f8ff16dba06442e0629c47d51735","Article","Final","","Scopus","2-s2.0-77649131501"
"Steeden J.A.; Knight D.S.; Bali S.; Atkinson D.; Taylor A.M.; Muthurangu V.","Steeden, Jennifer A. (36605240600); Knight, Daniel S. (55589453200); Bali, Shreya (40260979900); Atkinson, David (57216116485); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","36605240600; 55589453200; 40260979900; 57216116485; 57195810900; 7801671480","Self-navigated tissue phase mapping using a golden-angle spiral acquisition - Proof of concept in patients with pulmonary hypertension","2014","Magnetic Resonance in Medicine","71","1","","145","155","10","22","10.1002/mrm.24646","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84890795176&doi=10.1002%2fmrm.24646&partnerID=40&md5=4ea15caaa050fab7b6891bde96ba176a","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84890795176"
"Hussain T.; Fenton M.; Peel S.A.; Wiethoff A.J.; Taylor A.; Muthurangu V.; Razavi R.; Botnar R.M.; Burch M.; Greil G.F.","Hussain, Tarique (16241533100); Fenton, Matthew (9250715500); Peel, Sarah A. (46062480600); Wiethoff, Andrea J. (6602616859); Taylor, Andrew (57195810900); Muthurangu, Vivek (7801671480); Razavi, Reza (59245696800); Botnar, Rene M. (35602500200); Burch, Michael (7005588453); Greil, Gerald F. (6602763985)","16241533100; 9250715500; 46062480600; 6602616859; 57195810900; 7801671480; 59245696800; 35602500200; 7005588453; 6602763985","Detection and grading of coronary allograft vasculopathy in children with contrast-enhanced magnetic resonance imaging of the coronary vessel wall","2013","Circulation: Cardiovascular Imaging","6","1","","91","98","7","35","10.1161/CIRCIMAGING.112.975797","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84874513267&doi=10.1161%2fCIRCIMAGING.112.975797&partnerID=40&md5=98fb37507ee0ef41b8d0ae974056f0f3","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84874513267"
"Jones A.; McMillan M.R.; Jones R.W.; Kowalik G.T.; Steeden J.A.; Deanfield J.E.; Pruessner J.C.; Taylor A.M.; Muthurangu V.","Jones, Alexander (12795736600); McMillan, Merlin R. (55557049300); Jones, Russell W. (7501543550); Kowalik, Grzegorz T. (6602362169); Steeden, Jennifer A. (36605240600); Deanfield, John E. (7004333788); Pruessner, Jens C. (6603802136); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","12795736600; 55557049300; 7501543550; 6602362169; 36605240600; 7004333788; 6603802136; 57195810900; 7801671480","Adiposity is associated with blunted cardiovascular, neuroendocrine and cognitive responses to acute mental stress","2012","PLoS ONE","7","6","e39143","","","","58","10.1371/journal.pone.0039143","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84862651044&doi=10.1371%2fjournal.pone.0039143&partnerID=40&md5=3ca75c7ce5de6ed15b343a6423434304","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-84862651044"
"Hegde S.; Miquel M.E.; Boubertakh R.; Gilderdale D.; Muthurangu V.; Keevil S.F.; Young I.; Hill D.L.G.; Razavi R.S.","Hegde, Sanjeet (59801342200); Miquel, Marc E. (7006587218); Boubertakh, Redha (56108683100); Gilderdale, David (6701573440); Muthurangu, Vivek (7801671480); Keevil, Stephen F. (6603701362); Young, Ian (7402362466); Hill, Derek L.G. (57216093448); Razavi, Reza S. (59245696800)","59801342200; 7006587218; 56108683100; 6701573440; 7801671480; 6603701362; 7402362466; 57216093448; 59245696800","Interactive MR imaging and tracking of catheters with multiple tuned fiducial markers","2006","Journal of Vascular and Interventional Radiology","17","7","","1175","1179","4","14","10.1097/01.RVI.0000228466.09982.8B","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33748266894&doi=10.1097%2f01.RVI.0000228466.09982.8B&partnerID=40&md5=8e8d840dc443f38cc5fdcbc1c24ee108","Article","Final","","Scopus","2-s2.0-33748266894"
"Secinaro A.; Ntsinjana H.; Tann O.; Schuler P.K.; Muthurangu V.; Hughes M.; Tsang V.; Taylor A.M.","Secinaro, Aurelio (53867270200); Ntsinjana, Hopewell (53866882200); Tann, Oliver (24339325500); Schuler, Pia K. (8147934200); Muthurangu, Vivek (7801671480); Hughes, Marina (7402467863); Tsang, Victor (56466227600); Taylor, Andrew M. (57195810900)","53867270200; 53866882200; 24339325500; 8147934200; 7801671480; 7402467863; 56466227600; 57195810900","Cardiovascular magnetic resonance findings in repaired anomalous left coronary artery to pulmonary artery connection (ALCAPA)","2011","Journal of Cardiovascular Magnetic Resonance","13","1","27","","","","57","10.1186/1532-429X-13-27","https://www.scopus.com/inward/record.uri?eid=2-s2.0-80053557885&doi=10.1186%2f1532-429X-13-27&partnerID=40&md5=f44c7cd428b55c52fae763e55ec86a66","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-80053557885"
"Taelman L.; Bols J.; Degroote J.; Muthurangu V.; Panzer J.; Vierendeels J.; Segers P.","Taelman, Liesbeth (54975358000); Bols, Joris (54881002700); Degroote, Joris (24173201400); Muthurangu, Vivek (7801671480); Panzer, Joseph (23502419700); Vierendeels, Jan (7004615890); Segers, Patrick (7005378428)","54975358000; 54881002700; 24173201400; 7801671480; 23502419700; 7004615890; 7005378428","Differential impact of local stiffening and narrowing on hemodynamics in repaired aortic coarctation: an FSI study","2016","Medical and Biological Engineering and Computing","54","2-3","","497","510","13","23","10.1007/s11517-015-1336-1","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84961217705&doi=10.1007%2fs11517-015-1336-1&partnerID=40&md5=d75571b0f4c502b234ab16654e4e045b","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84961217705"
"Tann O.R.; Muthurangu V.; Young C.; Owens C.M.","Tann, Oliver Richard (24339325500); Muthurangu, Vivek (7801671480); Young, Carol (57214298751); Owens, Catherine M. (7102511623)","24339325500; 7801671480; 57214298751; 7102511623","Cardiovascular CT imaging in congenital heart disease","2010","Progress in Pediatric Cardiology","28","1-2","","21","27","6","8","10.1016/j.ppedcard.2009.10.007","https://www.scopus.com/inward/record.uri?eid=2-s2.0-75549090470&doi=10.1016%2fj.ppedcard.2009.10.007&partnerID=40&md5=f51446bfd53e78730107b572479dae10","Review","Final","","Scopus","2-s2.0-75549090470"
"Steeden J.A.; Kowalik G.T.; Taylor A.; Muthurangu V.","Steeden, Jennifer A (36605240600); Kowalik, Grzegorz T (6602362169); Taylor, Andrew (57195810900); Muthurangu, Vivek (7801671480)","36605240600; 6602362169; 57195810900; 7801671480","Tissue phase mapping using breath-hold 4D PCMR","2014","Journal of Cardiovascular Magnetic Resonance","16","","W30","","","","2","10.1186/1532-429X-16-S1-W30","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85042010771&doi=10.1186%2f1532-429X-16-S1-W30&partnerID=40&md5=9b2811204d00b0a6da6a9c5215fb4eec","Article","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85042010771"
"Odille F.; Steeden J.A.; Muthurangu V.; Atkinson D.","Odille, Freddy (24463413800); Steeden, Jennifer A. (36605240600); Muthurangu, Vivek (7801671480); Atkinson, David (57216116485)","24463413800; 36605240600; 7801671480; 57216116485","Automatic segmentation propagation of the aorta in real-time phase contrast MRI using nonrigid registration","2011","Journal of Magnetic Resonance Imaging","33","1","","232","238","6","46","10.1002/jmri.22402","https://www.scopus.com/inward/record.uri?eid=2-s2.0-78650651698&doi=10.1002%2fjmri.22402&partnerID=40&md5=725c5427187cc47c92fe656e72ac59e5","Article","Final","","Scopus","2-s2.0-78650651698"
"Ako E.O.; Barber N.J.; Kowalik G.T.; Steeden J.A.; Porter J.; Walker J.M.; Muthurangu V.","Ako, Emmanuel O. (56619518000); Barber, Nathaniel J. (56609890400); Kowalik, Grzegorz T. (6602362169); Steeden, Jennifer A. (36605240600); Porter, John (7403427269); Walker, John Malcolm (57217636089); Muthurangu, Vivek (7801671480)","56619518000; 56609890400; 6602362169; 36605240600; 7403427269; 57217636089; 7801671480","MR-augmented cardiopulmonary exercise testing-a proof of concept in sickle cell disease (SCD)","2016","Journal of Cardiovascular Magnetic Resonance","18","","O69","1","2","1","1","10.1186/1532-429X-18-S1-O69","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85094827423&doi=10.1186%2f1532-429X-18-S1-O69&partnerID=40&md5=20d70e3ebeb49593d3d0f20a196e369a","Note","Final","All Open Access; Gold Open Access; Green Open Access","Scopus","2-s2.0-85094827423"
"Captur G.; Zemrak F.; Muthurangu V.; Petersen S.E.; Li C.; Bassett P.; Kawel-Boehm N.; McKenna W.J.; Elliott P.M.; Lima J.A.C.; Bluemke D.A.; Moon J.C.","Captur, Gabriella (6506837383); Zemrak, Filip (53865866400); Muthurangu, Vivek (7801671480); Petersen, Steffen E. (35430477200); Li, Chunming (55695988900); Bassett, Paul (8725282000); Kawel-Boehm, Nadine (55807076500); McKenna, William J. (56672467900); Elliott, Perry M. (57202356433); Lima, João A. C. (7202778154); Bluemke, David A. (7006047770); Moon, James C. (7403231345)","6506837383; 53865866400; 7801671480; 35430477200; 55695988900; 8725282000; 55807076500; 56672467900; 57202356433; 7202778154; 7006047770; 7403231345","Fractal analysis of myocardial trabeculations in 2547 study participants: Multi-ethnic study of atherosclerosis1","2015","Radiology","277","3","","707","715","8","59","10.1148/radiol.2015142948","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84948777218&doi=10.1148%2fradiol.2015142948&partnerID=40&md5=4e5fd9eb98ee8c15959fe97de0009bd2","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84948777218"
"Lurz P.; Giardini A.; Taylor A.M.; Nordmeyer J.; Muthurangu V.; Odendaal D.; Mist B.; Khambadkone S.; Schievano S.; Bonhoeffer P.; Derrick G.","Lurz, Philipp (35810676500); Giardini, Alessandro (7006043205); Taylor, Andrew M. (57195810900); Nordmeyer, Johannes (56251341200); Muthurangu, Vivek (7801671480); Odendaal, Dolf (26435315400); Mist, Bryan (7801350067); Khambadkone, Sachin (6603345564); Schievano, Silvia (13410386200); Bonhoeffer, Philipp (7007022476); Derrick, Graham (35511751900)","35810676500; 7006043205; 57195810900; 56251341200; 7801671480; 26435315400; 7801350067; 6603345564; 13410386200; 7007022476; 35511751900","Effect of Altering Pathologic Right Ventricular Loading Conditions by Percutaneous Pulmonary Valve Implantation on Exercise Capacity","2010","American Journal of Cardiology","105","5","","721","726","5","56","10.1016/j.amjcard.2009.10.054","https://www.scopus.com/inward/record.uri?eid=2-s2.0-76849111538&doi=10.1016%2fj.amjcard.2009.10.054&partnerID=40&md5=3c29cf7051cf9755ef8928c3d33aa48d","Article","Final","","Scopus","2-s2.0-76849111538"
"Kowalik G.T.; Muthurangu V.; Khushnood A.; Steeden J.A.","Kowalik, Grzegorz T. (6602362169); Muthurangu, Vivek (7801671480); Khushnood, Abbas (57087011000); Steeden, Jennifer A. (36605240600)","6602362169; 7801671480; 57087011000; 36605240600","Rapid breath-hold assessment of myocardial velocities using spiral UNFOLD-ed SENSE tissue phase mapping","2016","Journal of Magnetic Resonance Imaging","44","4","","1003","1009","6","2","10.1002/jmri.25218","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84987985152&doi=10.1002%2fjmri.25218&partnerID=40&md5=40a7cefe61c81059683be4349d0c44a9","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-84987985152"
"Quail M.A.; Knight D.S.; Steeden J.A.; Taelman L.; Moledina S.; Taylor A.M.; Segers P.; Coghlan J.G.; Muthurangu V.","Quail, Michael A (35380885000); Knight, Daniel S (55589453200); Steeden, Jennifer A. (36605240600); Taelman, Liesbeth (54975358000); Moledina, Shahin (23985897400); Taylor, Andrew M. (57195810900); Segers, Patrick (7005378428); Coghlan, J. Gerry (35393553500); Muthurangu, Vivek (7801671480)","35380885000; 55589453200; 36605240600; 54975358000; 23985897400; 57195810900; 7005378428; 35393553500; 7801671480","Noninvasive pulmonary artery wave intensity analysis in pulmonary hypertension","2015","American Journal of Physiology - Heart and Circulatory Physiology","308","12","","H1603","H1611","8","60","10.1152/ajpheart.00480.2014","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84931049362&doi=10.1152%2fajpheart.00480.2014&partnerID=40&md5=089fb56d8e78b50367e37a063e83c263","Article","Final","All Open Access; Green Open Access; Hybrid Gold Open Access","Scopus","2-s2.0-84931049362"
"Barber N.J.; Ako E.O.; Kowalik G.T.; Steeden J.A.; Pandya B.; Muthurangu V.","Barber, Nathaniel J. (56609890400); Ako, Emmanuel O. (56619518000); Kowalik, Grzegorz T. (6602362169); Steeden, Jennifer A. (36605240600); Pandya, Bejal (12545915200); Muthurangu, Vivek (7801671480)","56609890400; 56619518000; 6602362169; 36605240600; 12545915200; 7801671480","MR augmented cardiopulmonary exercise testing - A novel approach to assessing cardiovascular function","2015","Physiological Measurement","36","5","N85","N85","N94","9","24","10.1088/0967-3334/36/5/N85","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84929452786&doi=10.1088%2f0967-3334%2f36%2f5%2fN85&partnerID=40&md5=58d2f9d8c6fea53cee7cbbc3f5a4d4ab","Article","Final","","Scopus","2-s2.0-84929452786"
"Lurz P.; Nordmeyer J.; Giardini A.; Khambadkone S.; Muthurangu V.; Schievano S.; Thambo J.-B.; Walker F.; Cullen S.; Derrick G.; Taylor A.M.; Bonhoeffer P.","Lurz, Philipp (35810676500); Nordmeyer, Johannes (56251341200); Giardini, Alessandro (7006043205); Khambadkone, Sachin (6603345564); Muthurangu, Vivek (7801671480); Schievano, Silvia (13410386200); Thambo, Jean-Benoit (6602445386); Walker, Fiona (13906244100); Cullen, Seamus (7102265239); Derrick, Graham (35511751900); Taylor, Andrew M. (57195810900); Bonhoeffer, Philipp (7007022476)","35810676500; 56251341200; 7006043205; 6603345564; 7801671480; 13410386200; 6602445386; 13906244100; 7102265239; 35511751900; 57195810900; 7007022476","Early versus late functional outcome after successful percutaneous pulmonary valve implantation: Are the acute effects of altered right ventricular loading all we can expect?","2011","Journal of the American College of Cardiology","57","6","","724","731","7","117","10.1016/j.jacc.2010.07.056","https://www.scopus.com/inward/record.uri?eid=2-s2.0-79551529816&doi=10.1016%2fj.jacc.2010.07.056&partnerID=40&md5=e54457f8c036af6703aa8e7f837f5155","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-79551529816"
"Lurz P.; Puranik R.; Nordmeyer J.; Muthurangu V.; Hansen M.S.; Schievano S.; Marek J.; Bonhoeffer P.; Taylor A.M.","Lurz, Philipp (35810676500); Puranik, Rajesh (11139015400); Nordmeyer, Johannes (56251341200); Muthurangu, Vivek (7801671480); Hansen, Michael S. (35562748700); Schievano, Silvia (13410386200); Marek, Jan (17635293700); Bonhoeffer, Philipp (7007022476); Taylor, Andrew M. (57195810900)","35810676500; 11139015400; 56251341200; 7801671480; 35562748700; 13410386200; 17635293700; 7007022476; 57195810900","Improvement in left ventricular filling properties after relief of right ventricle to pulmonary artery conduit obstruction: Contribution of septal motion and interventricular mechanical delay","2009","European Heart Journal","30","18","","2266","2274","8","87","10.1093/eurheartj/ehp258","https://www.scopus.com/inward/record.uri?eid=2-s2.0-70349456711&doi=10.1093%2feurheartj%2fehp258&partnerID=40&md5=5832d95c484269065772e8405df3800e","Article","Final","All Open Access; Bronze Open Access","Scopus","2-s2.0-70349456711"
"Captur G.; Lopes L.R.; Mohun T.J.; Patel V.; Li C.; Bassett P.; Finocchiaro G.; Ferreira V.M.; Esteban M.T.; Muthurangu V.; Sherrid M.V.; Day S.M.; Canter C.E.; McKenna W.J.; Seidman C.E.; Bluemke D.A.; Elliott P.M.; Ho C.Y.; Moon J.C.","Captur, Gabriella (6506837383); Lopes, Luis R. (9846194600); Mohun, Timothy J. (7004364635); Patel, Vimal (36914277700); Li, Chunming (55695988900); Bassett, Paul (8725282000); Finocchiaro, Gherardo (54681708200); Ferreira, Vanessa M. (35224811100); Esteban, Maite Tome (57213710816); Muthurangu, Vivek (7801671480); Sherrid, Mark V. (7003361828); Day, Sharlene M. (7203058804); Canter, Charles E. (7005073758); McKenna, William J. (56672467900); Seidman, Christine E. (7101936253); Bluemke, David A. (7006047770); Elliott, Perry M. (7202244843); Ho, Carolyn Y. (35299617300); Moon, James C. (7403231345)","6506837383; 9846194600; 7004364635; 36914277700; 55695988900; 8725282000; 54681708200; 35224811100; 57213710816; 7801671480; 7003361828; 7203058804; 7005073758; 56672467900; 7101936253; 7006047770; 7202244843; 35299617300; 7403231345","Prediction of sarcomere mutations in subclinical hypertrophic cardiomyopathy","2014","Circulation: Cardiovascular Imaging","7","6","","863","871","8","97","10.1161/CIRCIMAGING.114.002411","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84922393966&doi=10.1161%2fCIRCIMAGING.114.002411&partnerID=40&md5=87db31681ce4096ee0786107a73ccd04","Article","Final","All Open Access; Bronze Open Access; Green Open Access","Scopus","2-s2.0-84922393966"
"Lurz P.; Muthurangu V.; Schuler P.K.; Giardini A.; Schievano S.; Nordmeyer J.; Khambadkone S.; Cappeli C.; Derrick G.; Bonhoeffer P.; Taylor A.M.","Lurz, Philipp (35810676500); Muthurangu, Vivek (7801671480); Schuler, Pia K. (8147934200); Giardini, Alessandro (7006043205); Schievano, Silvia (13410386200); Nordmeyer, Johannes (56251341200); Khambadkone, Sachin (6603345564); Cappeli, Claudio (55385561700); Derrick, Graham (35511751900); Bonhoeffer, Philipp (7007022476); Taylor, Andrew M. (57195810900)","35810676500; 7801671480; 8147934200; 7006043205; 13410386200; 56251341200; 6603345564; 55385561700; 35511751900; 7007022476; 57195810900","Impact of reduction in right ventricular pressure and/or volume overload by percutaneous pulmonary valve implantation on biventricular response to exercise: An exercise stress real-time CMR study","2012","European Heart Journal","33","19","","2434","2441","7","42","10.1093/eurheartj/ehs200","https://www.scopus.com/inward/record.uri?eid=2-s2.0-84867294840&doi=10.1093%2feurheartj%2fehs200&partnerID=40&md5=b4805fbfb94e98712f88d98b75d02152","Article","Final","All Open Access; Green Open Access","Scopus","2-s2.0-84867294840"
"Steeden J.A.; Atkinson D.; Taylor A.M.; Muthurangu V.","Steeden, Jennifer A. (36605240600); Atkinson, David (57216116485); Taylor, Andrew M. (57195810900); Muthurangu, Vivek (7801671480)","36605240600; 57216116485; 57195810900; 7801671480","Assessing vascular response to exercise using a combination of real-time spiral phase contrast MR and noninvasive blood pressure measurements","2010","Journal of Magnetic Resonance Imaging","31","4","","997","1003","6","41","10.1002/jmri.22105","https://www.scopus.com/inward/record.uri?eid=2-s2.0-77950896189&doi=10.1002%2fjmri.22105&partnerID=40&md5=977e1e30bd20f11c5d0c19e904a92813","Article","Final","","Scopus","2-s2.0-77950896189"
